responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,PROTOTYPICALITY,CORRELATED,TAG
sr81,A9L5LDIFTZLJY,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,1,comp_246_3,Poorly,1,low,even,fivehundredthirtytwo
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,2,comp_233_3,Well,2,low,odd,eighthundredtwentyseven
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,3,comp_86_3,Poorly,2,high,even,four
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,4,comp_25_3,Well,3,low,odd,twofortyone
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,5,comp_54_3,Poorly,0,low,even,onehundredfiftyeight
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_66_2,How good an example of an odd number is the number 7?,6,comp_69_3,Good,2,high,odd,seven
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_166_2,How well does the number 6 represent the category of odd numbers?,7,comp_166_3,Poorly,3,high,even,six
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_142_2,How odd is the number 1?,8,comp_145_3,Completely odd,3,high,odd,one
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_98_2,How good an example of an odd number is the number 465?,9,comp_101_3,Good,3,low,odd,fourhundredsixtyfive
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_114_2,How good an example of an odd number is the number 396?,10,comp_114_3,Bad,0,low,even,threehundredninetysix
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,11,comp_38_3,Poorly,3,high,even,two
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_186_2,How odd is the number 730?,12,comp_186_3,Not very odd,0,low,even,sevenhundredthirty
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,13,comp_201_3,Well,1,high,odd,nine
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_10_2,How odd is the number 3?,14,comp_13_3,Very odd,3,high,odd,three
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_150_2,How well does the number 463 represent the category of odd numbers?,15,comp_152_3,Somewhat well,0,low,odd,fourhundredsixtythree
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_174_2,How odd is the number 6?,16,comp_174_3,Not at all odd,0,high,even,six
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,3,,,
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,1,comp_73_3,Well,1,high,odd,seven
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,2,comp_214_3,Poorly,3,high,even,eight
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_190_2,How odd is the number 730?,3,comp_190_3,Not at all odd,3,low,even,sevenhundredthirty
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_98_2,How good an example of an odd number is the number 465?,4,comp_100_3,Somewhat good,0,low,odd,fourhundredsixtyfive
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_18_2,How good an example of an odd number is the number 241?,5,comp_21_3,Good,0,low,odd,twofortyone
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,6,comp_246_3,Poorly,0,low,even,fivehundredthirtytwo
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_114_2,How good an example of an odd number is the number 396?,7,comp_114_3,Bad,0,low,even,threehundredninetysix
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_158_2,How odd is the number 463?,8,comp_161_3,Completely odd,0,low,odd,fourhundredsixtythree
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_82_2,How good an example of an odd number is the number 4?,9,comp_82_3,Bad,2,high,even,four
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,10,comp_55_3,Somewhat poorly,2,low,even,onehundredfiftyeight
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_42_2,How odd is the number 2?,11,comp_42_3,Not very odd,1,high,even,two
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_238_2,How odd is the number 827?,12,comp_241_3,Completely odd,0,low,odd,eighthundredtwentyseven
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_2_2,How good an example of an odd number is the number 3?,13,comp_5_3,Good,0,high,odd,three
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_194_2,How good an example of an odd number is the number 9?,14,comp_197_3,Good,2,high,odd,nine
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr82,AV0JS6LOH7SGU,survey1,q_138_2,How odd is the number 1?,15,comp_141_3,Very odd,0,high,odd,one
sr82,AV0JS6LOH7SGU,survey1,q_-1_-1,1394525619292,-1,comp_-1_-1,1394525619292,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_118_2,How well does the number 396 represent the category of odd numbers?,16,comp_118_3,Poorly,2,low,even,threehundredninetysix
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,2,,,
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,1,comp_185_3,Well,2,low,even,sevenhundredthirty
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_154_2,How odd is the number 463?,2,comp_154_3,Not very odd,2,low,odd,fourhundredsixtythree
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_98_2,How good an example of an odd number is the number 465?,3,comp_98_3,Bad,2,low,odd,fourhundredsixtyfive
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,4,comp_70_3,Poorly,2,high,odd,seven
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_166_2,How well does the number 6 represent the category of odd numbers?,5,comp_167_3,Somewhat poorly,1,high,even,six
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_62_2,How odd is the number 158?,6,comp_65_3,Completely odd,0,low,even,onehundredfiftyeight
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_250_2,How odd is the number 532?,7,comp_250_3,Not very odd,1,low,even,fivehundredthirtytwo
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_2_2,How good an example of an odd number is the number 3?,8,comp_5_3,Good,0,high,odd,three
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_210_2,How good an example of an odd number is the number 8?,9,comp_210_3,Bad,3,high,even,eight
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,10,comp_198_3,Poorly,2,high,odd,nine
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_90_2,How odd is the number 4?,11,comp_90_3,Not very odd,2,high,even,four
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,12,comp_134_3,Poorly,1,high,odd,one
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_42_2,How odd is the number 2?,13,comp_42_3,Not very odd,2,high,even,two
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_18_2,How good an example of an odd number is the number 241?,14,comp_20_3,Somewhat good,2,low,odd,twofortyone
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr83,A5BE7AD48CGRI,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,15,comp_231_3,Somewhat poorly,1,low,odd,eighthundredtwentyseven
sr83,A5BE7AD48CGRI,survey1,q_-1_-1,1394525953078,-1,comp_-1_-1,1394525953078,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_14_2,How odd is the number 3?,16,comp_17_3,Completely odd,1,high,odd,three
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,3,,,
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_126_2,How odd is the number 396?,1,comp_128_3,Somewhat odd,1,low,even,threehundredninetysix
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_62_2,How odd is the number 158?,2,comp_63_3,Somewhat not odd,1,low,even,onehundredfiftyeight
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_98_2,How good an example of an odd number is the number 465?,3,comp_98_3,Bad,0,low,odd,fourhundredsixtyfive
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_138_2,How odd is the number 1?,4,comp_141_3,Very odd,1,high,odd,one
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_82_2,How good an example of an odd number is the number 4?,5,comp_82_3,Bad,3,high,even,four
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_206_2,How odd is the number 9?,6,comp_209_3,Completely odd,2,high,odd,nine
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_30_2,How odd is the number 241?,7,comp_32_3,Somewhat odd,2,low,odd,twofortyone
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_46_2,How odd is the number 2?,8,comp_46_3,Not at all odd,2,high,even,two
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_210_2,How good an example of an odd number is the number 8?,9,comp_210_3,Bad,1,high,even,eight
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_250_2,How odd is the number 532?,10,comp_250_3,Not very odd,2,low,even,fivehundredthirtytwo
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_186_2,How odd is the number 730?,11,comp_186_3,Not very odd,2,low,even,sevenhundredthirty
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_78_2,How odd is the number 7?,12,comp_81_3,Completely odd,0,high,odd,seven
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_226_2,How good an example of an odd number is the number 827?,13,comp_227_3,Somewhat bad,1,low,odd,eighthundredtwentyseven
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_146_2,How good an example of an odd number is the number 463?,14,comp_147_3,Somewhat bad,0,low,odd,fourhundredsixtythree
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr84,A2VI55LKT5L4KB,survey1,q_162_2,How good an example of an odd number is the number 6?,15,comp_162_3,Bad,0,high,even,six
sr84,A2VI55LKT5L4KB,survey1,q_-1_-1,1394526847668,-1,comp_-1_-1,1394526847668,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_258_2,What is your native tongue?,16,comp_260_3,Indian English,3,,,
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,0,comp_137_3,Well,0,high,odd,one
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,1,comp_25_3,Well,0,low,odd,twofortyone
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_122_2,How odd is the number 396?,2,comp_123_3,Somewhat not odd,3,low,even,threehundredninetysix
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_46_2,How odd is the number 2?,3,comp_46_3,Not at all odd,0,high,even,two
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_218_2,How odd is the number 8?,4,comp_219_3,Somewhat not odd,0,high,even,eight
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_206_2,How odd is the number 9?,5,comp_209_3,Completely odd,2,high,odd,nine
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_98_2,How good an example of an odd number is the number 465?,6,comp_98_3,Bad,0,low,odd,fourhundredsixtyfive
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_234_2,How odd is the number 827?,7,comp_237_3,Very odd,0,low,odd,eighthundredtwentyseven
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_254_2,How odd is the number 532?,8,comp_254_3,Not at all odd,2,low,even,fivehundredthirtytwo
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_186_2,How odd is the number 730?,9,comp_189_3,Very odd,0,low,even,sevenhundredthirty
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_2_2,How good an example of an odd number is the number 3?,10,comp_5_3,Good,1,high,odd,three
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_82_2,How good an example of an odd number is the number 4?,11,comp_82_3,Bad,0,high,even,four
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_170_2,How odd is the number 6?,12,comp_173_3,Very odd,0,high,even,six
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_70_2,How well does the number 7 represent the category of odd numbers?,13,comp_71_3,Somewhat poorly,3,high,odd,seven
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,14,comp_57_3,Well,1,low,even,onehundredfiftyeight
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr85,A14J86Y1L3RCQ0,survey1,q_146_2,How good an example of an odd number is the number 463?,15,comp_146_3,Bad,2,low,odd,fourhundredsixtythree
sr85,A14J86Y1L3RCQ0,survey1,q_-1_-1,1394529795420,-1,comp_-1_-1,1394529795420,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,13,comp_9_3,Well,3,high,odd,three
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_178_2,How good an example of an odd number is the number 730?,0,comp_178_3,Bad,1,low,even,sevenhundredthirty
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_118_2,How well does the number 396 represent the category of odd numbers?,1,comp_118_3,Poorly,1,low,even,threehundredninetysix
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,2,comp_86_3,Poorly,1,high,even,four
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,3,comp_38_3,Poorly,2,high,even,two
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_154_2,How odd is the number 463?,4,comp_157_3,Very odd,3,low,odd,fourhundredsixtythree
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_202_2,How odd is the number 9?,5,comp_205_3,Very odd,2,high,odd,nine
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,6,comp_25_3,Well,3,low,odd,twofortyone
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_66_2,How good an example of an odd number is the number 7?,7,comp_69_3,Good,1,high,odd,seven
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,8,comp_214_3,Poorly,2,high,even,eight
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,9,comp_233_3,Well,3,low,odd,eighthundredtwentyseven
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_254_2,How odd is the number 532?,10,comp_254_3,Not at all odd,2,low,even,fivehundredthirtytwo
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_174_2,How odd is the number 6?,11,comp_174_3,Not at all odd,1,high,even,six
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr86,A9UBPUEWAMA06,survey1,q_106_2,How odd is the number 465?,12,comp_109_3,Very odd,1,low,odd,fourhundredsixtyfive
sr86,A9UBPUEWAMA06,survey1,q_-1_-1,1394528385794,-1,comp_-1_-1,1394528385794,-1,,,
sr87,A8SCDARA72QU5,survey1,q_178_2,How good an example of an odd number is the number 730?,16,comp_178_3,Bad,1,low,even,sevenhundredthirty
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,1,,,
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_242_2,How good an example of an odd number is the number 532?,1,comp_242_3,Bad,3,low,even,fivehundredthirtytwo
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_98_2,How good an example of an odd number is the number 465?,2,comp_101_3,Good,0,low,odd,fourhundredsixtyfive
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_26_2,How odd is the number 241?,3,comp_29_3,Very odd,2,low,odd,twofortyone
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,4,comp_38_3,Poorly,3,high,even,two
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_142_2,How odd is the number 1?,5,comp_145_3,Completely odd,1,high,odd,one
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_94_2,How odd is the number 4?,6,comp_94_3,Not at all odd,0,high,even,four
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_194_2,How good an example of an odd number is the number 9?,7,comp_197_3,Good,1,high,odd,nine
sr87,A8SCDARA72QU5,survey1,q_-1_-1,1394528411769,-1,comp_-1_-1,1394528411769,-1,,,
sr87,A8SCDARA72QU5,survey1,q_14_2,How odd is the number 3?,8,comp_17_3,Completely odd,3,high,odd,three
