responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,correlation
sr85,A2WQ3ZGXUF5FHO,survey1,q_89_2,Please say both words aloud. Which one would you say?,31,comp_90_3,probably hero-licious,2,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_81_2,Please say both words aloud. Which one would you say?,32,comp_81_3,definitely chili-licious,3,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_145_2,Please say both words aloud. Which one would you say?,33,comp_146_3,probably opinion-licious,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_149_2,Please say both words aloud. Which one would you say?,34,comp_149_3,definitely asylum-licious,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_337_2,Please say both words aloud. Which one would you say?,35,comp_339_3,probably opinion-athon,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_389_2,Please say both words aloud. Which one would you say?,36,comp_392_3,definitely miami-athon,0,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_129_2,Please say both words aloud. Which one would you say?,37,comp_130_3,probably ceramic-licious,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_41_2,Please say both words aloud. Which one would you say?,38,comp_44_3,definitely balloon-alicious,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_245_2,Please say both words aloud. Which one would you say?,39,comp_248_3,definitely marine-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_209_2,Please say both words aloud. Which one would you say?,40,comp_211_3,probably berlin-athon,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_317_2,Please say both words aloud. Which one would you say?,41,comp_319_3,probably coliseum-athon,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_109_2,Please say both words aloud. Which one would you say?,42,comp_111_3,probably affidavit-alicious,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_113_2,Please say both words aloud. Which one would you say?,43,comp_115_3,probably orthodonist-alicious,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_173_2,Please say both words aloud. Which one would you say?,44,comp_175_3,probably antidote-alicious,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_189_2,Please say both words aloud. Which one would you say?,45,comp_190_3,probably placebo-licious,1,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_165_2,Please say both words aloud. Which one would you say?,46,comp_168_3,definitely valentine-alicious,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_313_2,Please say both words aloud. Which one would you say?,47,comp_316_3,definitely penicillin-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_117_2,Please say both words aloud. Which one would you say?,48,comp_119_3,probably meditation-alicious,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_229_2,Please say both words aloud. Which one would you say?,49,comp_232_3,definitely grenade-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_349_2,Please say both words aloud. Which one would you say?,50,comp_351_3,probably universe-athon,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_57_2,Please say both words aloud. Which one would you say?,51,comp_59_3,probably decade-alicious,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_289_2,Please say both words aloud. Which one would you say?,52,comp_292_3,definitely cuba-athon,3,schwa
sr85,A2WQ3ZGXUF5FHO,survey1,q_33_2,Please say both words aloud. Which one would you say?,53,comp_35_3,probably estate-alicious,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_105_2,Please say both words aloud. Which one would you say?,54,comp_107_3,probably anesthetic-alicious,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_257_2,Please say both words aloud. Which one would you say?,55,comp_259_3,probably magic-athon,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_293_2,Please say both words aloud. Which one would you say?,56,comp_295_3,probably drama-athon,2,schwa
sr85,A2WQ3ZGXUF5FHO,survey1,q_125_2,Please say both words aloud. Which one would you say?,57,comp_127_3,probably coliseum-alicious,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_377_2,Please say both words aloud. Which one would you say?,58,comp_380_3,definitely korea-athon,0,schwa
sr85,A2WQ3ZGXUF5FHO,survey1,q_261_2,Please say both words aloud. Which one would you say?,59,comp_264_3,definitely office-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_157_2,Please say both words aloud. Which one would you say?,60,comp_160_3,definitely universe-alicious,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_217_2,Please say both words aloud. Which one would you say?,61,comp_220_3,definitely champagne-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_301_2,Please say both words aloud. Which one would you say?,62,comp_303_3,probably affidavit-athon,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_141_2,Please say both words aloud. Which one would you say?,63,comp_144_3,definitely eleven-alicious,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_169_2,Please say both words aloud. Which one would you say?,64,comp_172_3,definitely nicotine-alicious,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_265_2,Please say both words aloud. Which one would you say?,65,comp_268_3,definitely patrick-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_329_2,Please say both words aloud. Which one would you say?,66,comp_332_3,definitely commandment-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_121_2,Please say both words aloud. Which one would you say?,67,comp_124_3,definitely penicillin-alicious,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_193_2,Please say both words aloud. Which one would you say?,68,comp_193_3,definitely spaghetti-licious,0,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_249_2,Please say both words aloud. Which one would you say?,69,comp_252_3,definitely decade-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_221_2,Please say both words aloud. Which one would you say?,70,comp_223_3,probably cayenne-athon,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_197_2,Please say both words aloud. Which one would you say?,71,comp_198_3,probably miami-licious,2,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_73_2,Please say both words aloud. Which one would you say?,72,comp_74_3,probably patrick-licious,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_85_2,Please say both words aloud. Which one would you say?,73,comp_85_3,definitely mayo-licious,3,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_273_2,Please say both words aloud. Which one would you say?,74,comp_276_3,definitely chili-athon,3,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_133_2,Please say both words aloud. Which one would you say?,75,comp_135_3,probably detective-alicious,2,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_237_2,Please say both words aloud. Which one would you say?,76,comp_240_3,definitely japan-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_69_2,Please say both words aloud. Which one would you say?,77,comp_69_3,definitely office-licious,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_341_2,Please say both words aloud. Which one would you say?,78,comp_344_3,definitely asylum-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_9_2,Please say both words aloud. Which one would you say?,79,comp_10_3,probably corvette-licious,1,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_365_2,Please say both words aloud. Which one would you say?,80,comp_368_3,definitely antidote-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_345_2,Please say both words aloud. Which one would you say?,81,comp_348_3,definitely silverware-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_269_2,Please say both words aloud. Which one would you say?,82,comp_272_3,definitely omelet-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_309_2,Please say both words aloud. Which one would you say?,83,comp_312_3,definitely meditation-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_233_2,Please say both words aloud. Which one would you say?,84,comp_236_3,definitely balloon-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_213_2,Please say both words aloud. Which one would you say?,85,comp_216_3,definitely typhoon-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_277_2,Please say both words aloud. Which one would you say?,86,comp_278_3,probably mayo-thon,1,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_385_2,Please say both words aloud. Which one would you say?,87,comp_388_3,definitely spaghetti-athon,3,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_37_2,Please say both words aloud. Which one would you say?,88,comp_40_3,definitely grenade-alicious,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_305_2,Please say both words aloud. Which one would you say?,89,comp_308_3,definitely orthodonist-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_369_2,Please say both words aloud. Which one would you say?,90,comp_372_3,definitely antenna-athon,0,schwa
sr85,A2WQ3ZGXUF5FHO,survey1,q_13_2,Please say both words aloud. Which one would you say?,91,comp_16_3,definitely stampede-alicious,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_333_2,Please say both words aloud. Which one would you say?,92,comp_336_3,definitely eleven-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_97_2,Please say both words aloud. Which one would you say?,93,comp_97_3,definitely cuba-licious,3,schwa
sr85,A2WQ3ZGXUF5FHO,survey1,q_281_2,Please say both words aloud. Which one would you say?,94,comp_284_3,definitely hero-athon,0,vowel
sr85,A2WQ3ZGXUF5FHO,survey1,q_353_2,Please say both words aloud. Which one would you say?,95,comp_356_3,definitely hurricane-athon,3,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_361_2,Please say both words aloud. Which one would you say?,96,comp_364_3,definitely nicotine-athon,0,consonant
sr85,A2WQ3ZGXUF5FHO,survey1,q_285_2,Please say both words aloud. Which one would you say?,97,comp_288_3,definitely china-athon,0,schwa
sr85,A2WQ3ZGXUF5FHO,survey1,q_-1_-1,,-1,comp_-1_-1,,-1,
sr86,A314DWZAF1I60O,survey1,q_-1_-1,very tiring work require more pay,-1,comp_-1_-1,very tiring work require more pay,-1,
sr86,A314DWZAF1I60O,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr86,A314DWZAF1I60O,survey1,q_2_2,What is your age?,1,comp_2_3,18-25,0,
sr86,A314DWZAF1I60O,survey1,q_157_2,Please say both words aloud. Which one would you say?,2,comp_157_3,definitely universe-licious,3,consonant
sr86,A314DWZAF1I60O,survey1,q_193_2,Please say both words aloud. Which one would you say?,3,comp_195_3,probably spaghetti-alicious,2,vowel
sr86,A314DWZAF1I60O,survey1,q_281_2,Please say both words aloud. Which one would you say?,4,comp_284_3,definitely hero-athon,3,vowel
sr86,A314DWZAF1I60O,survey1,q_229_2,Please say both words aloud. Which one would you say?,5,comp_230_3,probably grenade-thon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_137_2,Please say both words aloud. Which one would you say?,6,comp_137_3,definitely commandment-licious,3,consonant
sr86,A314DWZAF1I60O,survey1,q_357_2,Please say both words aloud. Which one would you say?,7,comp_358_3,probably valentine-thon,2,consonant
sr86,A314DWZAF1I60O,survey1,q_33_2,Please say both words aloud. Which one would you say?,8,comp_35_3,probably estate-alicious,1,consonant
sr86,A314DWZAF1I60O,survey1,q_221_2,Please say both words aloud. Which one would you say?,9,comp_221_3,definitely cayenne-thon,0,consonant
sr86,A314DWZAF1I60O,survey1,q_269_2,Please say both words aloud. Which one would you say?,10,comp_272_3,definitely omelet-athon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_125_2,Please say both words aloud. Which one would you say?,11,comp_127_3,probably coliseum-alicious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_117_2,Please say both words aloud. Which one would you say?,12,comp_118_3,probably meditation-licious,1,consonant
sr86,A314DWZAF1I60O,survey1,q_325_2,Please say both words aloud. Which one would you say?,13,comp_328_3,definitely detective-athon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_49_2,Please say both words aloud. Which one would you say?,14,comp_50_3,probably cologne-licious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_341_2,Please say both words aloud. Which one would you say?,15,comp_342_3,probably asylum-thon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_129_2,Please say both words aloud. Which one would you say?,16,comp_129_3,definitely ceramic-licious,3,consonant
sr86,A314DWZAF1I60O,survey1,q_213_2,Please say both words aloud. Which one would you say?,17,comp_216_3,definitely typhoon-athon,0,consonant
sr86,A314DWZAF1I60O,survey1,q_97_2,Please say both words aloud. Which one would you say?,18,comp_98_3,probably cuba-licious,2,schwa
sr86,A314DWZAF1I60O,survey1,q_13_2,Please say both words aloud. Which one would you say?,19,comp_15_3,probably stampede-alicious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_305_2,Please say both words aloud. Which one would you say?,20,comp_308_3,definitely orthodonist-athon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_365_2,Please say both words aloud. Which one would you say?,21,comp_366_3,probably antidote-thon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_337_2,Please say both words aloud. Which one would you say?,22,comp_337_3,definitely opinion-thon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_313_2,Please say both words aloud. Which one would you say?,23,comp_314_3,probably penicillin-thon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_81_2,Please say both words aloud. Which one would you say?,24,comp_83_3,probably chili-alicious,2,vowel
sr86,A314DWZAF1I60O,survey1,q_317_2,Please say both words aloud. Which one would you say?,25,comp_318_3,probably coliseum-thon,2,consonant
sr86,A314DWZAF1I60O,survey1,q_353_2,Please say both words aloud. Which one would you say?,26,comp_355_3,probably hurricane-athon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_65_2,Please say both words aloud. Which one would you say?,27,comp_66_3,probably magic-licious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_61_2,Please say both words aloud. Which one would you say?,28,comp_64_3,definitely secret-alicious,3,consonant
sr86,A314DWZAF1I60O,survey1,q_169_2,Please say both words aloud. Which one would you say?,29,comp_170_3,probably nicotine-licious,1,consonant
sr86,A314DWZAF1I60O,survey1,q_285_2,Please say both words aloud. Which one would you say?,30,comp_288_3,definitely china-athon,3,schwa
sr86,A314DWZAF1I60O,survey1,q_361_2,Please say both words aloud. Which one would you say?,31,comp_362_3,probably nicotine-thon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_53_2,Please say both words aloud. Which one would you say?,32,comp_55_3,probably marine-alicious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_209_2,Please say both words aloud. Which one would you say?,33,comp_210_3,probably berlin-thon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_225_2,Please say both words aloud. Which one would you say?,34,comp_228_3,definitely estate-athon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_301_2,Please say both words aloud. Which one would you say?,35,comp_302_3,probably affidavit-thon,2,consonant
sr86,A314DWZAF1I60O,survey1,q_105_2,Please say both words aloud. Which one would you say?,36,comp_106_3,probably anesthetic-licious,1,consonant
sr86,A314DWZAF1I60O,survey1,q_121_2,Please say both words aloud. Which one would you say?,37,comp_123_3,probably penicillin-alicious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_217_2,Please say both words aloud. Which one would you say?,38,comp_220_3,definitely champagne-athon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_277_2,Please say both words aloud. Which one would you say?,39,comp_280_3,definitely mayo-athon,3,vowel
sr86,A314DWZAF1I60O,survey1,q_69_2,Please say both words aloud. Which one would you say?,40,comp_71_3,probably office-alicious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_369_2,Please say both words aloud. Which one would you say?,41,comp_372_3,definitely antenna-athon,0,schwa
sr86,A314DWZAF1I60O,survey1,q_253_2,Please say both words aloud. Which one would you say?,42,comp_256_3,definitely secret-athon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_93_2,Please say both words aloud. Which one would you say?,43,comp_95_3,probably china-alicious,1,schwa
sr86,A314DWZAF1I60O,survey1,q_201_2,Please say both words aloud. Which one would you say?,44,comp_202_3,probably corvette-thon,2,consonant
sr86,A314DWZAF1I60O,survey1,q_333_2,Please say both words aloud. Which one would you say?,45,comp_336_3,definitely eleven-athon,0,consonant
sr86,A314DWZAF1I60O,survey1,q_57_2,Please say both words aloud. Which one would you say?,46,comp_60_3,definitely decade-alicious,3,consonant
sr86,A314DWZAF1I60O,survey1,q_273_2,Please say both words aloud. Which one would you say?,47,comp_275_3,probably chili-athon,2,vowel
sr86,A314DWZAF1I60O,survey1,q_145_2,Please say both words aloud. Which one would you say?,48,comp_146_3,probably opinion-licious,1,consonant
sr86,A314DWZAF1I60O,survey1,q_37_2,Please say both words aloud. Which one would you say?,49,comp_40_3,definitely grenade-alicious,3,consonant
sr86,A314DWZAF1I60O,survey1,q_205_2,Please say both words aloud. Which one would you say?,50,comp_208_3,definitely stampede-athon,3,consonant
sr86,A314DWZAF1I60O,survey1,q_385_2,Please say both words aloud. Which one would you say?,51,comp_387_3,probably spaghetti-athon,2,vowel
sr86,A314DWZAF1I60O,survey1,q_41_2,Please say both words aloud. Which one would you say?,52,comp_41_3,definitely balloon-licious,0,consonant
sr86,A314DWZAF1I60O,survey1,q_249_2,Please say both words aloud. Which one would you say?,53,comp_252_3,definitely decade-athon,0,consonant
sr86,A314DWZAF1I60O,survey1,q_185_2,Please say both words aloud. Which one would you say?,54,comp_188_3,definitely korea-alicious,0,schwa
sr86,A314DWZAF1I60O,survey1,q_101_2,Please say both words aloud. Which one would you say?,55,comp_104_3,definitely drama-alicious,3,schwa
sr86,A314DWZAF1I60O,survey1,q_21_2,Please say both words aloud. Which one would you say?,56,comp_22_3,probably typhoon-licious,2,consonant
sr86,A314DWZAF1I60O,survey1,q_237_2,Please say both words aloud. Which one would you say?,57,comp_239_3,probably japan-athon,1,consonant
sr86,A314DWZAF1I60O,survey1,q_161_2,Please say both words aloud. Which one would you say?,58,comp_161_3,definitely hurricane-licious,0,consonant
